+--------------+--------------------------------------------------------------+------------------------+------------+------------+------------+
|     Verb     |                           context                            |         synset         | Polarity + | Polarity - | Polarity = |
|    shock     |             ... has ( shocking spoiler here ...              |       shock.v.02       |   0.125    |   0.375    |    0.5     |
|     feel     |             ... wonderful , feel good ending ...             |       feel.v.01        |   0.125    |    0.25    |   0.625    |
|      be      |                   point is the journey ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     need     |                 ... movies i need to see ...                 |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|     see      |               ... need to see whenever it ...                |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     come     |               ... whenever it comes on tv ...                |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|     mind     |               ... ... never mind the fact ...                |      beware.v.01       |    0.5     |    0.0     |    0.5     |
|     have     |             ... i already have it memorized ...              |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|   memorize   |                   ... have it memorized !                    |     memorize.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |                       was done in ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do      |                     was done in the ...                      |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     have     |                   movie has almost no ...                    |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     have     |                   plot has more holes ...                    |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     edit     |        ... direction and editing is astonishingly ...        |       edit.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |           ... and editing is astonishingly ham ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     ham      |              ... is astonishingly ham fisted .               |      overact.v.01      |   0.375    |   0.125    |    0.5     |
|      be      |                 on earth is irons doing ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do      |                ... is irons doing in this ...                |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     saw      |                    just saw this film ...                    |        saw.v.01        |    0.0     |    0.0     |    1.0     |
|  recommend   |                   ... and i recommend it .                   |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|     have     |                        has a very ...                        |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     hold     |               ... , it holds your complete ...               |       hold.v.11        |    0.0     |    0.0     |    1.0     |
|      be      |                ... the acting is superb , ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |           ... tom wilkinson was fantastic and ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |              ... emily watson was also very ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                ... 's character is a man ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |               ... man who is not prepared ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   prepare    |               ... is not prepared for the ...                |       cook.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |               ... ordeal that is about to ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    begin     |                 ... about to begin , but ...                 |     get_down.v.07      |    0.0     |    0.0     |    1.0     |
|     take     |               ... but he takes the matter ...                |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|   progress   |              ... the story progresses , and ...              |     progress.v.01      |    0.5     |    0.0     |    0.5     |
|     give     |           ... great actor gives a performance ...            |       give.v.18        |   0.125    |    0.0     |   0.875    |
|     make     |           ... performance that makes you feel ...            |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     feel     |             ... makes you feel the character ...             |       feel.v.01        |   0.125    |    0.25    |   0.625    |
|      be      |             ... 's character is very strong ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |                 ... and she has only to ...                  |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     give     |                 ... only to give a quick ...                 |       give.v.18        |   0.125    |    0.0     |   0.875    |
|  understand  |             ... and you understand everything .              |    understand.v.01     |   0.375    |    0.0     |   0.625    |
|     like     |                 ... , i liked this movie ...                 |       wish.v.02        |   0.125    |    0.0     |   0.875    |
|     like     |                 ... , i liked it better ...                  |       wish.v.02        |   0.125    |    0.0     |   0.875    |
|     like     |               ... and i liked this lestat ...                |       wish.v.02        |   0.125    |    0.0     |   0.875    |
|      be      |                     was pretty good ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    compel    |              ... in places compelling ( her ...              |      compel.v.01       |    0.0     |    0.0     |    1.0     |
|    guess     |                      guess i liked ...                       |     estimate.v.01      |    0.0     |    0.0     |    1.0     |
|     like     |                guess i liked the details ...                 |       wish.v.02        |   0.125    |    0.0     |   0.875    |
|      be      |                  ... -- he was believable .                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                ... the end were perplexing .                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   perplex    |                  ... end were perplexing .                   |      perplex.v.01      |   0.125    |    0.25    |   0.625    |
|    think     |                   i thought his acting ...                   |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be      |                 ... his acting was skilled .                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                    m was better than ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    charm     |                 very charming film with ...                  |      capture.v.02      |    0.5     |    0.0     |    0.5     |
|      be      |                       is rare when ...                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     take     |             ... a film-maker takes the time ...              |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|     tell     |                ... time to tell a worthy ...                 |       state.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |             ... trap of being overly syrupy ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                ... lucio fulci is a very ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                        is one of ...                         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                   scene is very strong ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                ... the film is well made ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make     |             ... is well made with impressive ...             |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     act      |             ... , solid acting and effective ...             |        act.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |           ... particularly good is a recurring ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    recur     |         ... is a recurring unaccompanied female ...          |       recur.v.01       |    0.0     |    0.0     |    1.0     |
|    sound     |             ... vocal that sounds like it's ...              |       sound.v.02       |    0.0     |    0.0     |    1.0     |
|     come     |               ... like it's coming from a ...                |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |           ... though and is highly recommended ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  recommend   |            ... is highly recommended to fans ...             |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|      be      |                movie was very interesting ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   interest   |         ... was very interesting from beginning ...          |      concern.v.02      |   0.375    |    0.0     |   0.625    |
|    begin     |          ... interesting from beginning to the ...           |     get_down.v.07      |    0.0     |    0.0     |    1.0     |
|     like     |                      liked the way ...                       |       wish.v.02        |   0.125    |    0.0     |   0.875    |
|      be      |              ... 's character was ready to ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do      |                ... ready to do just about ...                |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     stay     |             ... everything to stay with his ...              |       stay.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                 movie is also revealing ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    reveal    |                   ... is also revealing .                    |      unwrap.v.02       |    0.0     |    0.0     |    1.0     |
|    think     |                    , i think it shows ...                    |       think.v.02       |   0.125    |    0.0     |   0.875    |
|     show     |              ... think it shows that people ...              |      express.v.01      |    0.0     |    0.0     |    1.0     |
|    learn     |             ... people should learn to find ...              |       teach.v.01       |    0.5     |    0.0     |    0.5     |
|     find     |              ... learn to find a compromise ...              |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|   involve    |         ... self without involving other people ...          |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|      be      |                       it was boring .                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     bore     |                       it was boring .                        |       bore.v.01        |   0.125    |    0.0     |   0.875    |
|      be      |                       am so tired ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     tire     |                  am so tired of clichés ...                  |       bore.v.01        |   0.125    |    0.0     |   0.875    |
|      be      |              ... clichés that is just lazy ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     come     |               ... here they come in thick ...                |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                ... movie that was cool is ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     cool     |                ... that was cool is when ...                 |       cool.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                 ... was cool is when the ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     find     |           ... central character finds her room ...           |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|     blow     |                   ... her room blown up .                    |       boast.v.01       |    0.0     |    0.0     |    1.0     |
|     call     |              italian reviewer called this " ...              |      predict.v.01      |    0.0     |    0.0     |    1.0     |
|     give     |               the actors give a wonderful ...                |       give.v.18        |   0.125    |    0.0     |   0.875    |
|    change    |                ... , who changes from the ...                |      change.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                ... events she is part of ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    learn     |                       learn a lot ...                        |       teach.v.01       |    0.5     |    0.0     |    0.5     |
|      be      |               ... game that is played with ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     play     |               ... that is played with her ...                |        act.v.03        |    0.0     |    0.0     |    1.0     |
|     act      |                 ... the " acting coach " ...                 |        act.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                ... coach " are fascinating .                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  fascinate   |                   ... " are fascinating .                    |      capture.v.02      |    0.5     |    0.0     |    0.5     |
|      be      |              ... mark snow is possibly the ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     hear     |                    ... i've ever heard .                     |       learn.v.02       |    0.0     |    0.0     |    1.0     |
|    forget    |                 won't forget this movie ...                  |      forget.v.04       |    0.0     |    0.0     |    1.0     |
|      be      |                      was this film ...                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make     |                     ... this film made ?                     |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     have     |                 film has an ultra-cheap ...                  |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be      |                     result is a film ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     look     |                 ... just don't look right .                  |       look.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |                 of them are engaging or ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    engage    |            ... them are engaging or exciting ...             |       hire.v.01        |    0.0     |    0.0     |    1.0     |
|    excite    |                  ... engaging or exciting .                  |     stimulate.v.06     |    0.25    |   0.375    |   0.375    |
|      be      |                  plot is nonsense that ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |              ... way or have any uniqueness ...              |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be      |                  foreigner is not worth ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     saw      |                        saw it as ...                         |        saw.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                  ... when it was " the ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     love     |                     ... and i loved it .                     |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be      |                ... the movie is a perfect ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   consider   |              ... if one considers that this ...              |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      be      |               ... this movie was made well ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make     |               ... movie was made well into ...               |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |               ... biggest fear is that he ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |                ... that he has crashed in ...                |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    crash     |                ... he has crashed in the ...                 |       crash.v.09       |    0.0     |   0.125    |   0.875    |
|      be      |                   movie is so awesome ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     love     |                        loved it , ...                        |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be      |                ... , it was really scary ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     love     |                     love the scream ...                      |       love.v.02        |    1.0     |    0.0     |    0.0     |
|     rank     |                ... this one ranks way up ...                 |       rate.v.01        |   0.125    |    0.25    |   0.625    |
|     want     |                     you want a real ...                      |       want.v.02        |   0.125    |   0.125    |    0.75    |
|     rend     |               ... real scare rent this one ...               |       rend.v.01        |    0.0     |    0.25    |    0.75    |
|      be      |                   is an extraordinary ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    compel    |                ... , it's compelling , as ...                |      compel.v.01       |    0.0     |    0.0     |    1.0     |
|   frighten   |                   ... , it's frightening .                   |       awful.s.02       |    0.0     |   0.625    |   0.375    |
|  highlight   |             film highlights the fundamental ...              |    foreground.v.01     |    0.0     |    0.0     |    1.0     |
|   discover   |            ... not about discovering guilt or ...            |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                ... rather , is about who ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   present    |             ... about who presents better in ...             |       show.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                    film is well paced ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     pace     |             ... is well paced , understated ...              |       pace.v.03        |    0.0     |    0.0     |    1.0     |
|  understate  |             ... paced , understated and one ...              |    understate.v.01     |   0.375    |    0.0     |   0.625    |
|     see      |                ... documentaries i've seen .                 |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     get      |                ... tv drama gets a boost ...                 |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |                      was clear that ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |                ... that she had the range ...                |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     pull     |               ... ability to pull off this ...               |      attract.v.01      |    0.0     |    0.0     |    1.0     |
|    carry     |                    carries the movie ...                     |     transport.v.02     |    0.0     |    0.0     |    1.0     |
|     give     |                   gives everything the ...                   |       give.v.18        |   0.125    |    0.0     |   0.875    |
|     seem     |             ... intensity and seems to have ...              |       look.v.02        |    0.0     |    0.0     |    1.0     |
|     have     |                 ... seems to have a good ...                 |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|   underlie   |     ... of the underlying psychological motivations ...      |    fundamental.s.02    |    0.0     |    0.0     |    1.0     |
|      be      |                     is wonderful and ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   inspire    |           ... wonderful and inspiring to watch ...           |      prompt.v.02       |    0.0     |    0.0     |    1.0     |
|    watch     |               ... inspiring to watch , and ...               |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|     hope     |                  ... and i hope that it ...                  |       hope.v.01        |   0.125    |   0.125    |    0.75    |
|     get      |             ... that it gets released again ...              |       make.v.02        |    0.0     |    0.0     |    1.0     |
|   release    |              ... it gets released again on ...               |      publish.v.02      |    0.0     |    0.0     |    1.0     |
|      be      |              ... of trash was ever released ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   release    |             ... was ever released is beyond ...              |      publish.v.02      |    0.0     |    0.0     |    1.0     |
|      be      |              ... ever released is beyond me ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     act      |                  ... : the acting , the ...                  |        act.v.01        |    0.0     |    0.0     |    1.0     |
|    smell     |              ... this stinker smells like a ...              |       smell.v.02       |    0.0     |    0.0     |    1.0     |
|    avoid     |                          at all ...                          |       debar.v.02       |    0.0     |    0.0     |    1.0     |
|      be      |             ... final frontier is the worst ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     act      |                     acting from all ...                      |        act.v.01        |    0.0     |    0.0     |    1.0     |
|   involve    |              ... from all involved and that ...              |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|   include    |             ... and that includes those like ...             |      include.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |                 ... and nimoy is bad and ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     wash     |                ... bad and washed out and ...                |       wash.v.03        |    0.0     |    0.0     |    1.0     |
|     make     |               ... out and making them seem ...               |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     seem     |               ... making them seem as old ...                |       look.v.02        |    0.0     |    0.0     |    1.0     |
|     look     |                 ... as they look in real ...                 |       look.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |            ... special effects are tacky like ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |               ... when spock has to rescue ...               |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    rescue    |                ... has to rescue kirk on ...                 |      rescue.v.01       |    0.5     |    0.0     |    0.5     |
|     fall     |               ... when he falls down from ...                |     decrease.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |              ... at humor were pitiful and ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                ... and story is so awful ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     bear     |            ... it dosen't bear thinking about ...            |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    think     |          ... dosen't bear thinking about which ...           |       think.v.02       |   0.125    |    0.0     |   0.875    |
|   involve    |          ... which basically involves a vulcan ...           |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|    steal     |           ... a vulcan stealing the enterprise ...           |       steal.v.01       |    0.0     |    0.5     |    0.5     |
|     find     |               ... enterprise to find god ( ...               |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|   mention    |              ... not to mention uhura does ...               |       note.v.01        |    0.0     |    0.0     |    1.0     |
|      do      |              ... mention uhura does a belly ...              |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|   distract   |            ... dance to distract male guards ...             |      perturb.v.01      |    0.0     |   0.125    |   0.875    |
|      be      |                 ... this film is in the ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     edit     |                          : the ...                           |       edit.v.01        |    0.0     |    0.0     |    1.0     |
|     edit     |                  : the editing of this ...                   |       edit.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |             ... this film was phenomenal in ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   explain    |           ... song could explain the emotions ...            |      explain.v.01      |    0.25    |    0.0     |    0.75    |
|      be      |            ... unfortunate life was a subject ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |               ... neil young was played , ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     play     |               ... young was played , which ...               |        act.v.03        |    0.0     |    0.0     |    1.0     |
|    evoke     |             ... , which evokes many emotions ...             |      arouse.v.01       |    0.25    |    0.25    |    0.5     |
|      be      |                 ... the film was shot in ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    shoot     |                 ... film was shot in an ...                  |       film.v.01        |    0.0     |    0.0     |    1.0     |
|   interest   |                 ... in an interesting way .                  |      concern.v.02      |   0.375    |    0.0     |   0.625    |
|      be      |                 ... the 70s was grainy , ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   enhance    |             ... that only enhanced the film ...              |      enhance.v.02      |    0.5     |    0.0     |    0.5     |
|    offer     |                film offers many delights ...                 |       offer.v.01       |    0.0     |    0.0     |    1.0     |
|     sing     |           ... philippa beautifully sing a duet ...           |       sing.v.02        |    0.0     |    0.0     |    1.0     |
|   describe   |       ... that perfectly describes their situation ...       |      report.v.01       |    0.0     |    0.0     |    1.0     |
|  appreciate  |             ... , you appreciate the subtle ...              |    appreciate.v.01     |   0.125    |   0.125    |    0.75    |
|    unfold    |                  story unfolds in 18th ...                   |      unfold.v.04       |    0.0     |    0.0     |    1.0     |
|     play     |            ... period music played on period ...             |        act.v.03        |    0.0     |    0.0     |    1.0     |
|      be      |            ... period instruments is just one ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   partake    |               ... in his partaking of the ...                |      partake.v.02      |    0.0     |    0.0     |    1.0     |
|      be      |             ... though you are just watching ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    watch     |              ... are just watching a movie ...               |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|      do      |                 ... but you do wish for ...                  |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     wish     |                 ... you do wish for just ...                 |       wish.v.02        |   0.125    |    0.0     |   0.875    |
|    savor     |                    ... sample to savor .                     |       enjoy.v.01       |   0.375    |    0.0     |   0.625    |
|  understate  |               this understated film leaves ...               |    understate.v.01     |   0.375    |    0.0     |   0.625    |
|     leaf     |          ... understated film leaves a lasting ...           |      forget.v.04       |    0.0     |    0.0     |    1.0     |
|     last     |              ... leaves a lasting impression .               |      survive.v.01      |    0.0     |    0.0     |    1.0     |
|   generate   |                warmth it generates is in ...                 |     generate.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |             ... it generates is in contrast ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    leave     |                  will leave the theater ...                  |      forget.v.04       |    0.0     |    0.0     |    1.0     |
|     want     |              ... the theater wanting to go ...               |       want.v.02        |   0.125    |   0.125    |    0.75    |
|      go      |                ... wanting to go out and ...                 |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|    dance     |               ... out and dance under the ...                |       dance.v.02       |    0.0     |    0.0     |    1.0     |
|    expect    |              ... as you'd expect from this ...               |      expect.v.03       |    0.0     |    0.25    |    0.75    |
|      be      |                 ... cast , is top notch ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                characters are fleshed out ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    flesh     |         characters are fleshed out surprisingly ...          |       flesh.v.01       |    0.0     |    0.0     |    1.0     |
|    grime     |           ... , particularly grimes and blake ...            |       dirty.v.01       |    0.0     |    0.75    |    0.25    |
|   deliver    |           ... the actors deliver their sharply ...           |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    script    |          ... their sharply scripted lines with ...           |      script.v.01       |    0.0     |    0.0     |    1.0     |
|     make     |              ... cheek to make the dialogue ...              |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     turn     |                  scrimm also turns in a ...                  |   change_state.v.01    |    0.0     |    0.0     |    1.0     |
|    menace    |         ... the gently menacing , violin-playing ...         |      baleful.s.02      |    0.0     |    0.75    |    0.25    |
|     love     |                        - i loved it .                        |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be      |              ... since i was so entertained ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  entertain   |               ... was so entertained by a ...                |     entertain.v.01     |   0.125    |    0.0     |   0.875    |
|     find     |              struggle to find anything bad ...               |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|     say      |                 ... bad to say about it ...                  |       state.v.01       |    0.0     |    0.0     |    1.0     |
|     mark     |                         my words ...                         |    distinguish.v.03    |    0.0     |    0.0     |    1.0     |
|      be      |                   ... , this is one of ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |            ... will still be discovering and ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   discover   |           ... still be discovering and falling ...           |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|     fall     |           ... discovering and falling in love ...            |     decrease.v.01      |    0.0     |    0.0     |    1.0     |
|   surprise   |               pretty surprising that this ...                |    surprising.a.01     |    0.0     |   0.625    |   0.375    |
|      be      |              ... wonderful film was made in ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make     |                ... film was made in 1949 ...                 |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     have     |        ... hollywood generally had its collective ...        |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|   concern    |            ... the sand concerning black and ...             |       refer.v.02       |    0.0     |    0.0     |    1.0     |
|   deserve    |                film deserves strong kudos ...                |      deserve.v.01      |    0.75    |   0.125    |   0.125    |
|     take     |             ... kudos for taking this stand ...              |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|     have     |           ... , for having exceptional acting ...            |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     act      |          ... having exceptional acting from its ...          |        act.v.01        |    0.0     |    0.0     |    1.0     |
|     take     |              ... audience or take the easy ...               |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|     come     |                ... when it comes to white ...                |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|     run      |               ... and fast running time , ...                |       tend.v.01        |    0.5     |   0.125    |   0.375    |
|      do      |                 ... , it does an amazing ...                 |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|    amaze     |                  ... does an amazing job !                   |      perplex.v.01      |   0.125    |    0.25    |   0.625    |
|     play     |          ... actor who played supporting roles ...           |        act.v.03        |    0.0     |    0.0     |    1.0     |
|   support    |            ... who played supporting roles in ...            |       hold.v.10        |    0.0     |    0.0     |    1.0     |
|      be      |                   ... era ) is a proud ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                ... man who is accused of ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    accuse    |             ... who is accused of murdering ...              |      accuse.v.01       |    0.0     |    0.0     |    1.0     |
|    murder    |             ... accused of murdering a white ...             |      murder.v.01       |    0.0     |   0.625    |   0.375    |
|     love     |                     on i love lucy ) ...                     |       love.v.02        |    1.0     |    0.0     |    0.0     |
|     see      |                         it with ...                          |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     have     |                 ... if you have a chance ...                 |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     open     |                 ... it will open up some ...                 |       open.v.01        |    0.0     |    0.0     |    1.0     |
|    amaze     |             ... up some amazing dialog about ...             |      perplex.v.01      |   0.125    |    0.25    |   0.625    |
|     have     |             ... race relations have come in ...              |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     come     |              ... relations have come in the ...              |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|     see      |                        both films ...                        |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      be      |                      was that year ...                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    remind    |               ... , that reminded us that ...                |      prompt.v.03       |    0.0     |    0.0     |    1.0     |
|      be      |               ... that huston was still at ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    evince    |                ... game as evinced by his ...                |      express.v.01      |    0.0     |    0.0     |    1.0     |
|   acclaim    |             ... joyce 's acclaimed novella " ...             |      applaud.v.01      |    0.0     |    0.0     |    1.0     |
|     come     |               ... life and come within the ...               |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|  disappoint  |                disappointed and wondered ...                 |    disappoint.v.01     |    0.0     |    0.25    |    0.75    |
|    wonder    |             disappointed and wondered how it ...             |      wonder.v.02       |    0.0     |    0.0     |    1.0     |
|      be      |                  ... it could be in the ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    become    |              ... how he became the emperor ...               |      become.v.01       |    0.0     |    0.0     |    1.0     |
|    spend     |               ... where he spend 20 years ...                |       spend.v.02       |    0.0     |    0.0     |    1.0     |
|    waste     |                  don't waste your time ...                   |       waste.v.01       |   0.125    |    0.0     |   0.875    |
|      be      |                    of days is one of ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     see      |                     ... i've ever seen .                     |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     know     |                surely doesn't know how to ...                |  sleep_together.v.01   |   0.375    |   0.125    |    0.5     |
|     make     |                ... how to make a coherent ...                |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |               ... one who was only obliged ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    oblige    |              ... was only obliged to write ...               |      compel.v.01       |    0.0     |    0.0     |    1.0     |
